           Time    Speed        Read     Read   Mapped   Mapped   Mapped   Mapped Unmapped Unmapped Unmapped Unmapped
                    M/hr      number   length   unique   length   MMrate    multi   multi+       MM    short    other
Jan 05 01:08:53      4.5    36229592       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:10:38      4.5    36326106       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:11:52      4.5    36519146       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:16:15      4.5    36808688       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:18:13      4.5    37098240       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:20:01      4.5    37194758       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:21:28      4.5    37291276       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:23:20      4.5    37484311       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:25:06      4.5    37580827       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:28:59      4.5    37773861       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:31:06      4.5    37870379       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:32:15      4.5    38063413       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:33:25      4.5    38159931       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:36:40      4.5    38352965       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:38:26      4.5    38545999       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
